protein_id,locus_tag
ARI81155.1,BH695_1874
ARI81156.1,BH695_1875
ARI81157.1,BH695_1876
ARI81158.1,BH695_1877
ARI81159.1,BH695_1878
ARI81160.1,BH695_1879
ARI81161.1,BH695_1880
ARI81162.1,BH695_1881
ARI81163.1,BH695_1882
ARI81164.1,BH695_1883
ARI81165.1,BH695_1884
ARI81166.1,BH695_1885
ARI81167.1,BH695_1886
ARI81168.1,BH695_1887
ARI81169.1,BH695_1888
ARI81170.1,BH695_1889
ARI81171.1,BH695_1890
ARI81172.1,BH695_1891
ARI81173.1,BH695_1892
ARI81174.1,BH695_1893
ARI81175.1,BH695_1894
ARI81176.1,BH695_1895
ARI81177.1,BH695_1896
ARI81178.1,BH695_1897
ARI81179.1,BH695_1898
ARI81180.1,BH695_1899
ARI81181.1,BH695_1900
ARI81182.1,BH695_1901
ARI81183.1,BH695_1902
ARI81184.1,BH695_1903
ARI81185.1,BH695_1904
ARI81186.1,BH695_1905
ARI81187.1,BH695_1906
ARI81188.1,BH695_1907
ARI81189.1,BH695_1908
ARI81190.1,BH695_1909
ARI81191.1,BH695_1910
ARI81192.1,BH695_1911
ARI81193.1,BH695_1912
ARI81194.1,BH695_1913
ARI81195.1,BH695_1914
ARI81196.1,BH695_1915
ARI81197.1,BH695_1916
ARI81198.1,BH695_1917
ARI81199.1,BH695_1918
ARI81200.1,BH695_1919
ARI81201.1,BH695_1920
ARI81202.1,BH695_1921
ARI81203.1,BH695_1922
ARI81204.1,BH695_1923
ARI81205.1,BH695_1924
ARI81206.1,BH695_1925
ARI81207.1,BH695_1926
ARI81208.1,BH695_1927
ARI81209.1,BH695_1928
ARI81210.1,BH695_1929
ARI81211.1,BH695_1930
ARI81212.1,BH695_1931
ARI81213.1,BH695_1932
ARI81214.1,BH695_1933
ARI81215.1,BH695_1934
ARI81216.1,BH695_1935
ARI81217.1,BH695_1936
ARI81218.1,BH695_1937
ARI81219.1,BH695_1938
ARI81220.1,BH695_1939
ARI81221.1,BH695_1940
ARI81222.1,BH695_1941
ARI81223.1,BH695_1942
ARI81224.1,BH695_1943
ARI81225.1,BH695_1944
ARI81226.1,BH695_1945
ARI81227.1,BH695_1946
ARI81228.1,BH695_1947
ARI81229.1,BH695_1948
ARI81230.1,BH695_1949
ARI81231.1,BH695_1950
ARI81232.1,BH695_1951
ARI81234.1,BH695_1953
ARI81233.1,BH695_1952
ARI81235.1,BH695_1954
ARI81236.1,BH695_1955
ARI81237.1,BH695_1956
ARI81238.1,BH695_1957
ARI81239.1,BH695_1958
ARI81240.1,BH695_1959
ARI81241.1,BH695_1960
ARI81242.1,BH695_1961
ARI81243.1,BH695_1962
ARI81244.1,BH695_1963
ARI81245.1,BH695_1964
ARI81246.1,BH695_1965
ARI81247.1,BH695_1966
ARI81248.1,BH695_1967
ARI81249.1,BH695_1968
ARI81250.1,BH695_1969
ARI81251.1,BH695_1970
ARI81252.1,BH695_1971
ARI81253.1,BH695_1972
ARI81254.1,BH695_1973
ARI81255.1,BH695_1974
ARI81256.1,BH695_1975
ARI81257.1,BH695_1976
ARI81258.1,BH695_1977
ARI81259.1,BH695_1978
ARI81260.1,BH695_1979
ARI81261.1,BH695_1980
ARI81262.1,BH695_1981
ARI81263.1,BH695_1982
ARI81264.1,BH695_1983
ARI81265.1,BH695_1984
ARI81266.1,BH695_1985
ARI81267.1,BH695_1986
ARI81268.1,BH695_1987
ARI81269.1,BH695_1988
ARI81270.1,BH695_1989
ARI81271.1,BH695_1990
ARI81272.1,BH695_1991
ARI81273.1,BH695_1992
ARI81274.1,BH695_1993
ARI81275.1,BH695_1994
ARI81276.1,BH695_1995
ARI81277.1,BH695_1996
ARI81278.1,BH695_1997
ARI81279.1,BH695_1998
ARI81280.1,BH695_1999
ARI81281.1,BH695_2000
ARI81282.1,BH695_2001
ARI81283.1,BH695_2002
ARI81284.1,BH695_2003
ARI81285.1,BH695_2004
ARI81286.1,BH695_2005
ARI81287.1,BH695_2006
ARI81288.1,BH695_2007
ARI81289.1,BH695_2008
ARI81290.1,BH695_2009
ARI81291.1,BH695_2010
ARI81292.1,BH695_2011
ARI81293.1,BH695_2012
ARI81294.1,BH695_2013
ARI81295.1,BH695_2014
ARI81296.1,BH695_2015
ARI81297.1,BH695_2016
ARI81298.1,BH695_2017
ARI81299.1,BH695_2018
ARI81300.1,BH695_2019
ARI81301.1,BH695_2020
ARI81302.1,BH695_2021
ARI81303.1,BH695_2022
ARI81304.1,BH695_2023
ARI81305.1,BH695_2024
ARI81306.1,BH695_2025
ARI81307.1,BH695_2026
ARI81308.1,BH695_2027
ARI81309.1,BH695_2028
ARI81310.1,BH695_2029
ARI81311.1,BH695_2030
ARI81312.1,BH695_2031
ARI81313.1,BH695_2032
ARI81314.1,BH695_2033
ARI81315.1,BH695_2034
ARI81316.1,BH695_2035
ARI81317.1,BH695_2036
ARI81318.1,BH695_2037
ARI81319.1,BH695_2038
ARI81320.1,BH695_2039
ARI81321.1,BH695_2040
ARI81322.1,BH695_2041
ARI81323.1,BH695_2042
ARI81324.1,BH695_2043
ARI81325.1,BH695_2044
ARI81326.1,BH695_2045
ARI81327.1,BH695_2046
ARI81328.1,BH695_2047
ARI81329.1,BH695_2048
ARI81330.1,BH695_2049
ARI81331.1,BH695_2050
ARI81332.1,BH695_2051
ARI81333.1,BH695_2052
ARI81334.1,BH695_2053
ARI81335.1,BH695_2054
ARI81336.1,BH695_2055
ARI81337.1,BH695_2056
ARI81338.1,BH695_2057
ARI81339.1,BH695_2058
ARI81340.1,BH695_2059
ARI81341.1,BH695_2060
ARI81342.1,BH695_2061
ARI81343.1,BH695_2062
ARI81344.1,BH695_2063
ARI81345.1,BH695_2064
ARI81346.1,BH695_2065
ARI81348.1,BH695_2067
ARI81347.1,BH695_2066
ARI81349.1,BH695_2068
ARI81350.1,BH695_2069
ARI81351.1,BH695_2070
ARI81352.1,BH695_2071
ARI81353.1,BH695_2072
ARI81354.1,BH695_2073
ARI81355.1,BH695_2074
ARI81356.1,BH695_2075
ARI81357.1,BH695_2076
ARI81358.1,BH695_2077
ARI81359.1,BH695_2078
ARI81360.1,BH695_2079
ARI81361.1,BH695_2080
ARI81362.1,BH695_2081
ARI81363.1,BH695_2082
ARI81364.1,BH695_2083
ARI81365.1,BH695_2084
ARI81366.1,BH695_2085
ARI81367.1,BH695_2086
ARI81368.1,BH695_2087
ARI81369.1,BH695_2088
ARI81370.1,BH695_2089
ARI81371.1,BH695_2090
ARI81372.1,BH695_2091
ARI81373.1,BH695_2092
ARI81374.1,BH695_2093
ARI81375.1,BH695_2094
ARI81376.1,BH695_2095
ARI81377.1,BH695_2096
ARI81378.1,BH695_2097
ARI81379.1,BH695_2098
ARI81380.1,BH695_2099
ARI81381.1,BH695_2100
ARI81382.1,BH695_2101
ARI81383.1,BH695_2102
ARI81384.1,BH695_2103
ARI81385.1,BH695_2104
ARI81386.1,BH695_2105
ARI81387.1,BH695_2106
ARI81388.1,BH695_2107
ARI81389.1,BH695_2108
ARI81390.1,BH695_2109
ARI81391.1,BH695_2110
ARI81392.1,BH695_2111
ARI81393.1,BH695_2112
ARI81394.1,BH695_2113
ARI81395.1,BH695_2114
ARI81396.1,BH695_2115
ARI81397.1,BH695_2116
ARI81398.1,BH695_2117
ARI81399.1,BH695_2118
ARI81400.1,BH695_2119
ARI81401.1,BH695_2120
ARI81402.1,BH695_2121
ARI81403.1,BH695_2122
ARI81404.1,BH695_2123
ARI81405.1,BH695_2124
ARI81406.1,BH695_2125
ARI81407.1,BH695_2126
ARI81408.1,BH695_2127
ARI81409.1,BH695_2128
ARI81410.1,BH695_2129
ARI81411.1,BH695_2130
ARI81412.1,BH695_2131
ARI81413.1,BH695_2132
ARI81414.1,BH695_2133
ARI81415.1,BH695_2134
ARI81416.1,BH695_2135
ARI81417.1,BH695_2136
ARI81418.1,BH695_2137
ARI81419.1,BH695_2138
ARI81420.1,BH695_2139
ARI81421.1,BH695_2140
ARI81422.1,BH695_2141
ARI81423.1,BH695_2142
ARI81424.1,BH695_2143
ARI81425.1,BH695_2144
ARI81426.1,BH695_2145
ARI81427.1,BH695_2146
ARI81428.1,BH695_2147
ARI81429.1,BH695_2148
ARI81430.1,BH695_2149
ARI81431.1,BH695_2150
ARI81432.1,BH695_2151
ARI81433.1,BH695_2152
ARI81434.1,BH695_2153
ARI81435.1,BH695_2154
ARI81436.1,BH695_2155
ARI81437.1,BH695_2156
ARI81438.1,BH695_2157
ARI81439.1,BH695_2158
ARI81440.1,BH695_2159
ARI81441.1,BH695_2160
ARI81442.1,BH695_2161
ARI81443.1,BH695_2162
ARI81444.1,BH695_2163
ARI81445.1,BH695_2164
ARI81446.1,BH695_2165
ARI81447.1,BH695_2166
ARI81448.1,BH695_2167
ARI81449.1,BH695_2168
ARI81450.1,BH695_2169
ARI81451.1,BH695_2170
ARI81452.1,BH695_2171
ARI81453.1,BH695_2172
ARI81454.1,BH695_2173
ARI81455.1,BH695_2174
ARI81456.1,BH695_2175
ARI81457.1,BH695_2176
ARI81458.1,BH695_2177
ARI81459.1,BH695_2178
ARI81460.1,BH695_2179
ARI81461.1,BH695_2180
ARI81462.1,BH695_2181
ARI81463.1,BH695_2182
ARI81464.1,BH695_2183
ARI81465.1,BH695_2184
ARI81466.1,BH695_2185
ARI81467.1,BH695_2186
ARI81468.1,BH695_2187
ARI81469.1,BH695_2188
ARI81470.1,BH695_2189
ARI81471.1,BH695_2190
ARI81472.1,BH695_2191
ARI81473.1,BH695_2192
ARI81474.1,BH695_2193
ARI81475.1,BH695_2194
ARI81476.1,BH695_2195
ARI81477.1,BH695_2196
ARI81478.1,BH695_2197
ARI81479.1,BH695_2198
ARI81480.1,BH695_2199
ARI81481.1,BH695_2200
ARI81482.1,BH695_2201
ARI81483.1,BH695_2202
ARI81484.1,BH695_2203
ARI81485.1,BH695_2204
ARI81486.1,BH695_2205
ARI81487.1,BH695_2206
ARI81488.1,BH695_2207
ARI81489.1,BH695_2208
ARI81490.1,BH695_2209
ARI81491.1,BH695_2210
ARI81492.1,BH695_2211
ARI81493.1,BH695_2212
ARI81494.1,BH695_2213
ARI81495.1,BH695_2214
ARI81496.1,BH695_2215
ARI81497.1,BH695_2216
ARI81498.1,BH695_2217
ARI81499.1,BH695_2218
ARI81500.1,BH695_2219
ARI81501.1,BH695_2220
ARI81502.1,BH695_2221
ARI81503.1,BH695_2222
ARI81504.1,BH695_2223
ARI81505.1,BH695_2224
ARI81506.1,BH695_2225
ARI81507.1,BH695_2226
ARI81508.1,BH695_2227
ARI81509.1,BH695_2228
ARI81510.1,BH695_2229
ARI81511.1,BH695_2230
ARI81512.1,BH695_2231
ARI81513.1,BH695_2232
ARI81514.1,BH695_2233
ARI81515.1,BH695_2234
ARI81516.1,BH695_2235
ARI81517.1,BH695_2236
ARI81518.1,BH695_2237
ARI81519.1,BH695_2238
ARI81520.1,BH695_2239
ARI81521.1,BH695_2240
ARI81522.1,BH695_2241
ARI81523.1,BH695_2242
ARI81524.1,BH695_2243
ARI81525.1,BH695_2244
ARI81526.1,BH695_2245
ARI81527.1,BH695_2246
ARI81528.1,BH695_2247
ARI81529.1,BH695_2248
ARI81531.1,BH695_2250
ARI81530.1,BH695_2249
ARI81532.1,BH695_2251
ARI81533.1,BH695_2252
ARI81534.1,BH695_2253
ARI81535.1,BH695_2254
ARI81536.1,BH695_2255
ARI81537.1,BH695_2256
ARI81538.1,BH695_2257
ARI81539.1,BH695_2258
ARI81540.1,BH695_2259
ARI81541.1,BH695_2260
ARI81542.1,BH695_2261
ARI81543.1,BH695_2262
ARI81544.1,BH695_2263
ARI81545.1,BH695_2264
ARI81546.1,BH695_2265
ARI81547.1,BH695_2266
ARI81548.1,BH695_2267
ARI81549.1,BH695_2268
ARI81550.1,BH695_2269
ARI81551.1,BH695_2270
ARI81552.1,BH695_2271
ARI81553.1,BH695_2272
ARI81554.1,BH695_2273
ARI81555.1,BH695_2274
ARI81556.1,BH695_2275
ARI81557.1,BH695_2276
ARI81558.1,BH695_2277
ARI81559.1,BH695_2278
ARI81560.1,BH695_2279
ARI81561.1,BH695_2280
ARI81562.1,BH695_2281
ARI81563.1,BH695_2282
ARI81564.1,BH695_2283
ARI81565.1,BH695_2284
ARI81566.1,BH695_2285
ARI81567.1,BH695_2286
ARI81568.1,BH695_2287
ARI81569.1,BH695_2288
ARI81570.1,BH695_2289
ARI81571.1,BH695_2290
ARI81572.1,BH695_2291
ARI81573.1,BH695_2292
ARI81574.1,BH695_2293
ARI81575.1,BH695_2294
ARI81576.1,BH695_2295
ARI81577.1,BH695_2296
ARI81578.1,BH695_2297
ARI81579.1,BH695_2298
ARI81580.1,BH695_2299
ARI81581.1,BH695_2300
ARI81582.1,BH695_2301
ARI81583.1,BH695_2302
ARI81584.1,BH695_2303
ARI81585.1,BH695_2304
ARI81586.1,BH695_2305
ARI81587.1,BH695_2306
ARI81588.1,BH695_2307
ARI81589.1,BH695_2308
ARI81590.1,BH695_2309
ARI81591.1,BH695_2310
ARI81592.1,BH695_2311
ARI81593.1,BH695_2312
ARI81594.1,BH695_2313
ARI81595.1,BH695_2314
ARI81597.1,BH695_2316
ARI81596.1,BH695_2315
ARI81598.1,BH695_2317
ARI81599.1,BH695_2318
ARI81600.1,BH695_2319
ARI81601.1,BH695_2320
ARI81602.1,BH695_2321
ARI81603.1,BH695_2322
ARI81604.1,BH695_2323
ARI81605.1,BH695_2324
ARI81606.1,BH695_2325
ARI81607.1,BH695_2326
ARI81608.1,BH695_2327
ARI81609.1,BH695_2328
ARI81610.1,BH695_2329
ARI81611.1,BH695_2330
ARI81612.1,BH695_2331
ARI81613.1,BH695_2332
ARI81614.1,BH695_2333
ARI81615.1,BH695_2334
ARI81616.1,BH695_2335
ARI81617.1,BH695_2336
ARI81618.1,BH695_2337
ARI81619.1,BH695_2338
ARI81620.1,BH695_2339
ARI81621.1,BH695_2340
ARI81622.1,BH695_2341
ARI81623.1,BH695_2342
ARI81624.1,BH695_2343
ARI81625.1,BH695_2344
ARI81626.1,BH695_2345
ARI81627.1,BH695_2346
ARI81628.1,BH695_2347
ARI81629.1,BH695_2348
ARI81630.1,BH695_2349
ARI81631.1,BH695_2350
ARI81632.1,BH695_2351
ARI81633.1,BH695_2352
ARI81634.1,BH695_2353
ARI81635.1,BH695_2354
ARI81636.1,BH695_2355
ARI81637.1,BH695_2356
ARI81638.1,BH695_2357
ARI81639.1,BH695_2358
ARI81640.1,BH695_2359
ARI81641.1,BH695_2360
ARI81642.1,BH695_2361
ARI81643.1,BH695_2362
ARI81644.1,BH695_2363
ARI81645.1,BH695_2364
ARI81646.1,BH695_2365
ARI81647.1,BH695_2366
ARI81648.1,BH695_2367
ARI81649.1,BH695_2368
ARI81650.1,BH695_2369
ARI81651.1,BH695_2370
ARI81652.1,BH695_2371
ARI81653.1,BH695_2372
ARI81654.1,BH695_2373
ARI81655.1,BH695_2374
ARI81656.1,BH695_2375
ARI81657.1,BH695_2376
ARI81658.1,BH695_2377
ARI81659.1,BH695_2378
ARI81660.1,BH695_2379
ARI81661.1,BH695_2380
ARI81662.1,BH695_2381
ARI81663.1,BH695_2382
ARI81664.1,BH695_2383
ARI81665.1,BH695_2384
ARI81666.1,BH695_2385
ARI81667.1,BH695_2386
ARI81668.1,BH695_2387
ARI81669.1,BH695_2388
ARI81670.1,BH695_2389
ARI81671.1,BH695_2391
ARI81672.1,BH695_2392
ARI81673.1,BH695_2393
ARI81674.1,BH695_2394
ARI81676.1,BH695_2396
ARI81675.1,BH695_2395
ARI81677.1,BH695_2397
ARI81678.1,BH695_2398
ARI81679.1,BH695_2399
ARI81680.1,BH695_2400
ARI81681.1,BH695_2401
ARI81682.1,BH695_2402
ARI81683.1,BH695_2403
ARI81684.1,BH695_2404
ARI81685.1,BH695_2405
ARI81686.1,BH695_2406
ARI81687.1,BH695_2407
ARI81688.1,BH695_2408
ARI81689.1,BH695_2409
ARI81690.1,BH695_2410
ARI81691.1,BH695_2411
ARI81692.1,BH695_2412
ARI81693.1,BH695_2413
ARI81694.1,BH695_2414
ARI81695.1,BH695_2415
ARI81696.1,BH695_2416
ARI81697.1,BH695_2417
ARI81698.1,BH695_2418
ARI81699.1,BH695_2419
ARI81700.1,BH695_2420
ARI81701.1,BH695_2421
ARI81702.1,BH695_2422
ARI81703.1,BH695_2423
ARI81704.1,BH695_2424
ARI81705.1,BH695_2425
ARI81706.1,BH695_2426
ARI81707.1,BH695_2427
ARI81708.1,BH695_2428
ARI81709.1,BH695_2429
ARI81710.1,BH695_2430
ARI81711.1,BH695_2431
ARI81712.1,BH695_2432
ARI81713.1,BH695_2433
ARI81714.1,BH695_2434
ARI81715.1,BH695_2435
ARI81716.1,BH695_2436
ARI81717.1,BH695_2437
ARI81718.1,BH695_2438
ARI81719.1,BH695_2439
ARI81720.1,BH695_2440
ARI81721.1,BH695_2441
ARI81722.1,BH695_2442
ARI81723.1,BH695_2443
ARI81724.1,BH695_2444
ARI81725.1,BH695_2445
ARI81726.1,BH695_2446
ARI81727.1,BH695_2447
ARI81728.1,BH695_2448
ARI81729.1,BH695_2449
ARI81730.1,BH695_2450
ARI81731.1,BH695_2451
ARI81732.1,BH695_2452
ARI81733.1,BH695_2453
ARI81734.1,BH695_2454
ARI81735.1,BH695_2455
ARI81736.1,BH695_2456
ARI81737.1,BH695_2457
ARI81738.1,BH695_2458
ARI81739.1,BH695_2459
ARI81740.1,BH695_2460
ARI81741.1,BH695_2461
ARI81742.1,BH695_2462
ARI81743.1,BH695_2463
ARI81745.1,BH695_2465
ARI81744.1,BH695_2464
ARI81746.1,BH695_2466
ARI81747.1,BH695_2467
ARI81748.1,BH695_2468
ARI81749.1,BH695_2469
ARI81750.1,BH695_2470
ARI81751.1,BH695_2471
ARI81752.1,BH695_2472
ARI81753.1,BH695_2473
ARI81754.1,BH695_2474
ARI81755.1,BH695_2475
ARI81756.1,BH695_2476
ARI81757.1,BH695_2477
ARI81758.1,BH695_2478
ARI81759.1,BH695_2479
ARI81760.1,BH695_2480
ARI81761.1,BH695_2481
ARI81762.1,BH695_2482
ARI81763.1,BH695_2483
ARI81764.1,BH695_2484
ARI81765.1,BH695_2485
ARI81766.1,BH695_2486
ARI81767.1,BH695_2487
ARI81768.1,BH695_2488
ARI81769.1,BH695_2489
ARI81770.1,BH695_2490
ARI81771.1,BH695_2491
ARI81772.1,BH695_2492
ARI81773.1,BH695_2493
ARI81774.1,BH695_2494
ARI81775.1,BH695_2495
ARI81776.1,BH695_2496
ARI81777.1,BH695_2497
ARI81778.1,BH695_2498
ARI81779.1,BH695_2499
ARI81780.1,BH695_2500
ARI81781.1,BH695_2501
ARI81782.1,BH695_2502
ARI81783.1,BH695_2503
ARI81784.1,BH695_2504
ARI81785.1,BH695_2505
ARI81786.1,BH695_2506
ARI81787.1,BH695_2507
ARI81788.1,BH695_2508
ARI81789.1,BH695_2509
ARI81790.1,BH695_2510
ARI81791.1,BH695_2511
ARI81792.1,BH695_2512
ARI81793.1,BH695_2513
ARI81794.1,BH695_2514
ARI81795.1,BH695_2515
ARI81796.1,BH695_2516
ARI81797.1,BH695_2517
ARI81798.1,BH695_2518
ARI81799.1,BH695_2519
ARI81800.1,BH695_2520
ARI81801.1,BH695_2521
ARI81802.1,BH695_2522
ARI81803.1,BH695_2523
ARI81804.1,BH695_2524
ARI81805.1,BH695_2525
ARI81806.1,BH695_2526
ARI81807.1,BH695_2527
ARI81808.1,BH695_2528
ARI81809.1,BH695_2529
ARI81810.1,BH695_2530
ARI81811.1,BH695_2531
ARI81812.1,BH695_2532
ARI81813.1,BH695_2533
ARI81814.1,BH695_2534
ARI81815.1,BH695_2535
ARI81816.1,BH695_2536
ARI81817.1,BH695_2537
ARI81818.1,BH695_2538
ARI81819.1,BH695_2539
ARI81820.1,BH695_2540
ARI81821.1,BH695_2541
ARI81822.1,BH695_2542
ARI81823.1,BH695_2543
ARI81824.1,BH695_2544
ARI81825.1,BH695_2545
ARI81826.1,BH695_2546
ARI81827.1,BH695_2547
ARI81828.1,BH695_2548
ARI81829.1,BH695_2549
ARI81830.1,BH695_2550
ARI81831.1,BH695_2551
ARI81832.1,BH695_2552
ARI81833.1,BH695_2553
ARI81834.1,BH695_2554
ARI81835.1,BH695_2555
ARI81836.1,BH695_2556
ARI81837.1,BH695_2557
ARI81838.1,BH695_2558
ARI81839.1,BH695_2559
ARI81840.1,BH695_2560
ARI81841.1,BH695_2561
ARI81842.1,BH695_2562
ARI81843.1,BH695_2563
ARI81844.1,BH695_2564
ARI81845.1,BH695_2565
ARI81846.1,BH695_2566
ARI81847.1,BH695_2567
ARI81848.1,BH695_2568
ARI81849.1,BH695_2569
ARI81850.1,BH695_2570
ARI81851.1,BH695_2571
ARI81852.1,BH695_2572
ARI81853.1,BH695_2573
ARI81854.1,BH695_2574
ARI81855.1,BH695_2575
ARI81856.1,BH695_2576
ARI81857.1,BH695_2577
ARI81858.1,BH695_2578
ARI81859.1,BH695_2579
ARI81860.1,BH695_2580
ARI81861.1,BH695_2581
ARI81862.1,BH695_2582
ARI81863.1,BH695_2583
ARI81864.1,BH695_2585
ARI81865.1,BH695_2586
ARI81866.1,BH695_2587
ARI81867.1,BH695_2588
ARI81868.1,BH695_2589
ARI81869.1,BH695_2590
ARI81870.1,BH695_2591
ARI81871.1,BH695_2592
ARI81872.1,BH695_2593
ARI81873.1,BH695_2594
ARI81874.1,BH695_2595
ARI81875.1,BH695_2596
ARI81876.1,BH695_2597
ARI81877.1,BH695_2598
ARI81878.1,BH695_2599
ARI81879.1,BH695_2600
ARI81880.1,BH695_2601
ARI81881.1,BH695_2602
ARI81882.1,BH695_2603
ARI81883.1,BH695_2604
ARI81884.1,BH695_2605
ARI81885.1,BH695_2606
ARI81886.1,BH695_2607
ARI81887.1,BH695_2608
ARI81888.1,BH695_2609
ARI81889.1,BH695_2610
ARI81890.1,BH695_2611
ARI81891.1,BH695_2612
ARI81892.1,BH695_2613
ARI81893.1,BH695_2614
ARI81894.1,BH695_2615
ARI81895.1,BH695_2616
ARI81896.1,BH695_2617
ARI81897.1,BH695_2618
ARI81898.1,BH695_2619
ARI81899.1,BH695_2620
ARI81900.1,BH695_2621
ARI81901.1,BH695_2622
ARI81902.1,BH695_2623
ARI81903.1,BH695_2624
ARI81904.1,BH695_2625
ARI81905.1,BH695_2626
ARI81906.1,BH695_2627
ARI81907.1,BH695_2628
ARI81908.1,BH695_2629
ARI81909.1,BH695_2630
ARI81910.1,BH695_2631
ARI81911.1,BH695_2632
ARI81912.1,BH695_2633
ARI81913.1,BH695_2634
ARI81914.1,BH695_2635
ARI81915.1,BH695_2636
ARI81916.1,BH695_2637
ARI81917.1,BH695_2638
ARI81918.1,BH695_2639
ARI81919.1,BH695_2640
ARI81920.1,BH695_2641
ARI81921.1,BH695_2642
ARI81922.1,BH695_2643
ARI81923.1,BH695_2644
ARI81924.1,BH695_2645
ARI81925.1,BH695_2646
ARI81926.1,BH695_2647
ARI81927.1,BH695_2648
ARI81928.1,BH695_2649
ARI81929.1,BH695_2650
ARI81930.1,BH695_2651
ARI81931.1,BH695_2652
ARI81932.1,BH695_2653
ARI81933.1,BH695_2654
ARI81934.1,BH695_2655
ARI81935.1,BH695_2656
ARI81936.1,BH695_2657
ARI81937.1,BH695_2658
ARI81938.1,BH695_2659
ARI81939.1,BH695_2660
ARI81940.1,BH695_2661
ARI81941.1,BH695_2662
ARI81942.1,BH695_2663
ARI81943.1,BH695_2664
ARI81944.1,BH695_2665
ARI81945.1,BH695_2666
ARI81946.1,BH695_2667
ARI81947.1,BH695_2668
ARI81948.1,BH695_2669
ARI81949.1,BH695_2670
ARI81950.1,BH695_2671
ARI81951.1,BH695_2672
ARI81952.1,BH695_2673
ARI81953.1,BH695_2674
ARI81954.1,BH695_2675
ARI81955.1,BH695_2676
ARI81956.1,BH695_2677
ARI81957.1,BH695_2678
ARI81958.1,BH695_2679
ARI81959.1,BH695_2680
ARI81960.1,BH695_2681
ARI81961.1,BH695_2682
ARI81962.1,BH695_2683
ARI81963.1,BH695_2684
ARI81964.1,BH695_2685
ARI81965.1,BH695_2686
ARI81966.1,BH695_2687
ARI81967.1,BH695_2688
ARI81968.1,BH695_2689
ARI81969.1,BH695_2690
ARI81970.1,BH695_2691
ARI81971.1,BH695_2692
ARI81972.1,BH695_2693
ARI81973.1,BH695_2694
ARI81974.1,BH695_2695
ARI81975.1,BH695_2696
ARI81976.1,BH695_2697
ARI81977.1,BH695_2698
ARI81978.1,BH695_2699
ARI81979.1,BH695_2700
ARI81980.1,BH695_2701
ARI81981.1,BH695_2702
ARI81982.1,BH695_2703
ARI81983.1,BH695_2704
ARI81984.1,BH695_2705
ARI81985.1,BH695_2706
ARI81986.1,BH695_2707
ARI81987.1,BH695_2708
ARI81988.1,BH695_2709
ARI81989.1,BH695_2710
ARI81990.1,BH695_2711
ARI81991.1,BH695_2712
ARI81992.1,BH695_2713
ARI81993.1,BH695_2714
ARI81994.1,BH695_2715
ARI81995.1,BH695_2716
ARI81996.1,BH695_2717
ARI81997.1,BH695_2718
ARI81998.1,BH695_2719
ARI81999.1,BH695_2720
ARI82000.1,BH695_2721
ARI82001.1,BH695_2722
ARI82002.1,BH695_2723
ARI82003.1,BH695_2724
ARI82004.1,BH695_2725
ARI82005.1,BH695_2726
ARI82006.1,BH695_2727
ARI82007.1,BH695_2728
ARI82008.1,BH695_2729
ARI82009.1,BH695_2730
ARI82010.1,BH695_2731
ARI82011.1,BH695_2732
ARI82012.1,BH695_2733
ARI82013.1,BH695_2734
ARI82014.1,BH695_2735
ARI82015.1,BH695_2736
ARI82016.1,BH695_2737
ARI82017.1,BH695_2738
ARI82018.1,BH695_2739
ARI82019.1,BH695_2740
ARI82020.1,BH695_2741
ARI82021.1,BH695_2742
ARI82022.1,BH695_2743
ARI82023.1,BH695_2744
ARI82024.1,BH695_2745
ARI82025.1,BH695_2746
ARI82026.1,BH695_2747
ARI82027.1,BH695_2748
ARI82028.1,BH695_2749
ARI82029.1,BH695_2750
ARI82030.1,BH695_2751
ARI82031.1,BH695_2752
ARI82032.1,BH695_2753
ARI82033.1,BH695_2754
ARI82034.1,BH695_2755
ARI82035.1,BH695_2756
ARI82036.1,BH695_2757
ARI82037.1,BH695_2758
ARI82038.1,BH695_2759
ARI82039.1,BH695_2760
ARI82040.1,BH695_2761
ARI82041.1,BH695_2762
ARI82042.1,BH695_2763
ARI82043.1,BH695_2764
ARI82044.1,BH695_2765
ARI82045.1,BH695_2766
ARI82046.1,BH695_2767
ARI82047.1,BH695_2768
ARI82048.1,BH695_2769
ARI82049.1,BH695_2770
ARI82050.1,BH695_2771
ARI82051.1,BH695_2772
ARI82052.1,BH695_2773
ARI82053.1,BH695_2774
ARI82054.1,BH695_2775
ARI82055.1,BH695_2776
ARI82056.1,BH695_2777
ARI82057.1,BH695_2778
ARI82058.1,BH695_2779
ARI82059.1,BH695_2780
ARI82060.1,BH695_2781
ARI82061.1,BH695_2782
ARI82062.1,BH695_2783
ARI82063.1,BH695_2784
ARI82064.1,BH695_2785
ARI82065.1,BH695_2786
ARI82066.1,BH695_2787
ARI82067.1,BH695_2788
ARI82068.1,BH695_2789
ARI82069.1,BH695_2790
ARI82070.1,BH695_2791
ARI82071.1,BH695_2792
ARI82072.1,BH695_2793
ARI82073.1,BH695_2794
ARI82074.1,BH695_2795
ARI82075.1,BH695_2796
ARI82076.1,BH695_2797
ARI82077.1,BH695_2798
ARI82078.1,BH695_2799
ARI82079.1,BH695_2800
ARI82080.1,BH695_2801
ARI82081.1,BH695_2802
ARI82082.1,BH695_2803
ARI82083.1,BH695_2804
ARI82084.1,BH695_2805
ARI82085.1,BH695_2806
ARI82086.1,BH695_2807
